"date","hits","keyword","geo","time","gprop","category"
2015-01-04,47,"human rights","world","2015-01-01 2019-12-31","web",0
2015-01-11,53,"human rights","world","2015-01-01 2019-12-31","web",0
2015-01-18,51,"human rights","world","2015-01-01 2019-12-31","web",0
2015-01-25,54,"human rights","world","2015-01-01 2019-12-31","web",0
2015-02-01,55,"human rights","world","2015-01-01 2019-12-31","web",0
2015-02-08,56,"human rights","world","2015-01-01 2019-12-31","web",0
2015-02-15,52,"human rights","world","2015-01-01 2019-12-31","web",0
2015-02-22,59,"human rights","world","2015-01-01 2019-12-31","web",0
2015-03-01,59,"human rights","world","2015-01-01 2019-12-31","web",0
2015-03-08,58,"human rights","world","2015-01-01 2019-12-31","web",0
2015-03-15,60,"human rights","world","2015-01-01 2019-12-31","web",0
2015-03-22,59,"human rights","world","2015-01-01 2019-12-31","web",0
2015-03-29,50,"human rights","world","2015-01-01 2019-12-31","web",0
2015-04-05,53,"human rights","world","2015-01-01 2019-12-31","web",0
2015-04-12,57,"human rights","world","2015-01-01 2019-12-31","web",0
2015-04-19,60,"human rights","world","2015-01-01 2019-12-31","web",0
2015-04-26,61,"human rights","world","2015-01-01 2019-12-31","web",0
2015-05-03,63,"human rights","world","2015-01-01 2019-12-31","web",0
2015-05-10,100,"human rights","world","2015-01-01 2019-12-31","web",0
2015-05-17,59,"human rights","world","2015-01-01 2019-12-31","web",0
2015-05-24,57,"human rights","world","2015-01-01 2019-12-31","web",0
2015-05-31,54,"human rights","world","2015-01-01 2019-12-31","web",0
2015-06-07,50,"human rights","world","2015-01-01 2019-12-31","web",0
2015-06-14,47,"human rights","world","2015-01-01 2019-12-31","web",0
2015-06-21,46,"human rights","world","2015-01-01 2019-12-31","web",0
2015-06-28,43,"human rights","world","2015-01-01 2019-12-31","web",0
2015-07-05,37,"human rights","world","2015-01-01 2019-12-31","web",0
2015-07-12,38,"human rights","world","2015-01-01 2019-12-31","web",0
2015-07-19,42,"human rights","world","2015-01-01 2019-12-31","web",0
2015-07-26,41,"human rights","world","2015-01-01 2019-12-31","web",0
2015-08-02,40,"human rights","world","2015-01-01 2019-12-31","web",0
2015-08-09,41,"human rights","world","2015-01-01 2019-12-31","web",0
2015-08-16,41,"human rights","world","2015-01-01 2019-12-31","web",0
2015-08-23,42,"human rights","world","2015-01-01 2019-12-31","web",0
2015-08-30,46,"human rights","world","2015-01-01 2019-12-31","web",0
2015-09-06,49,"human rights","world","2015-01-01 2019-12-31","web",0
2015-09-13,51,"human rights","world","2015-01-01 2019-12-31","web",0
2015-09-20,54,"human rights","world","2015-01-01 2019-12-31","web",0
2015-09-27,54,"human rights","world","2015-01-01 2019-12-31","web",0
2015-10-04,55,"human rights","world","2015-01-01 2019-12-31","web",0
2015-10-11,55,"human rights","world","2015-01-01 2019-12-31","web",0
2015-10-18,56,"human rights","world","2015-01-01 2019-12-31","web",0
2015-10-25,53,"human rights","world","2015-01-01 2019-12-31","web",0
2015-11-01,55,"human rights","world","2015-01-01 2019-12-31","web",0
2015-11-08,55,"human rights","world","2015-01-01 2019-12-31","web",0
2015-11-15,58,"human rights","world","2015-01-01 2019-12-31","web",0
2015-11-22,52,"human rights","world","2015-01-01 2019-12-31","web",0
2015-11-29,57,"human rights","world","2015-01-01 2019-12-31","web",0
2015-12-06,72,"human rights","world","2015-01-01 2019-12-31","web",0
2015-12-13,50,"human rights","world","2015-01-01 2019-12-31","web",0
2015-12-20,30,"human rights","world","2015-01-01 2019-12-31","web",0
2015-12-27,29,"human rights","world","2015-01-01 2019-12-31","web",0
2016-01-03,46,"human rights","world","2015-01-01 2019-12-31","web",0
2016-01-10,52,"human rights","world","2015-01-01 2019-12-31","web",0
2016-01-17,54,"human rights","world","2015-01-01 2019-12-31","web",0
2016-01-24,52,"human rights","world","2015-01-01 2019-12-31","web",0
2016-01-31,54,"human rights","world","2015-01-01 2019-12-31","web",0
2016-02-07,54,"human rights","world","2015-01-01 2019-12-31","web",0
2016-02-14,53,"human rights","world","2015-01-01 2019-12-31","web",0
2016-02-21,59,"human rights","world","2015-01-01 2019-12-31","web",0
