"date","hits","keyword","geo","time","gprop","category"
2013-01-06,54,"human rights","world","2013-01-01 2017-12-31","web",0
2013-01-13,55,"human rights","world","2013-01-01 2017-12-31","web",0
2013-01-20,67,"human rights","world","2013-01-01 2017-12-31","web",0
2013-01-27,61,"human rights","world","2013-01-01 2017-12-31","web",0
2013-02-03,60,"human rights","world","2013-01-01 2017-12-31","web",0
2013-02-10,57,"human rights","world","2013-01-01 2017-12-31","web",0
2013-02-17,64,"human rights","world","2013-01-01 2017-12-31","web",0
2013-02-24,70,"human rights","world","2013-01-01 2017-12-31","web",0
2013-03-03,72,"human rights","world","2013-01-01 2017-12-31","web",0
2013-03-10,65,"human rights","world","2013-01-01 2017-12-31","web",0
2013-03-17,77,"human rights","world","2013-01-01 2017-12-31","web",0
2013-03-24,88,"human rights","world","2013-01-01 2017-12-31","web",0
2013-03-31,59,"human rights","world","2013-01-01 2017-12-31","web",0
2013-04-07,66,"human rights","world","2013-01-01 2017-12-31","web",0
2013-04-14,66,"human rights","world","2013-01-01 2017-12-31","web",0
2013-04-21,69,"human rights","world","2013-01-01 2017-12-31","web",0
2013-04-28,68,"human rights","world","2013-01-01 2017-12-31","web",0
2013-05-05,66,"human rights","world","2013-01-01 2017-12-31","web",0
2013-05-12,62,"human rights","world","2013-01-01 2017-12-31","web",0
2013-05-19,59,"human rights","world","2013-01-01 2017-12-31","web",0
2013-05-26,56,"human rights","world","2013-01-01 2017-12-31","web",0
2013-06-02,58,"human rights","world","2013-01-01 2017-12-31","web",0
2013-06-09,51,"human rights","world","2013-01-01 2017-12-31","web",0
2013-06-16,49,"human rights","world","2013-01-01 2017-12-31","web",0
2013-06-23,50,"human rights","world","2013-01-01 2017-12-31","web",0
2013-06-30,44,"human rights","world","2013-01-01 2017-12-31","web",0
2013-07-07,46,"human rights","world","2013-01-01 2017-12-31","web",0
2013-07-14,45,"human rights","world","2013-01-01 2017-12-31","web",0
2013-07-21,43,"human rights","world","2013-01-01 2017-12-31","web",0
2013-07-28,45,"human rights","world","2013-01-01 2017-12-31","web",0
2013-08-04,41,"human rights","world","2013-01-01 2017-12-31","web",0
2013-08-11,44,"human rights","world","2013-01-01 2017-12-31","web",0
2013-08-18,46,"human rights","world","2013-01-01 2017-12-31","web",0
2013-08-25,49,"human rights","world","2013-01-01 2017-12-31","web",0
2013-09-01,51,"human rights","world","2013-01-01 2017-12-31","web",0
2013-09-08,64,"human rights","world","2013-01-01 2017-12-31","web",0
2013-09-15,58,"human rights","world","2013-01-01 2017-12-31","web",0
2013-09-22,56,"human rights","world","2013-01-01 2017-12-31","web",0
2013-09-29,57,"human rights","world","2013-01-01 2017-12-31","web",0
2013-10-06,61,"human rights","world","2013-01-01 2017-12-31","web",0
2013-10-13,55,"human rights","world","2013-01-01 2017-12-31","web",0
2013-10-20,61,"human rights","world","2013-01-01 2017-12-31","web",0
2013-10-27,59,"human rights","world","2013-01-01 2017-12-31","web",0
2013-11-03,64,"human rights","world","2013-01-01 2017-12-31","web",0
2013-11-10,63,"human rights","world","2013-01-01 2017-12-31","web",0
2013-11-17,69,"human rights","world","2013-01-01 2017-12-31","web",0
2013-11-24,57,"human rights","world","2013-01-01 2017-12-31","web",0
2013-12-01,70,"human rights","world","2013-01-01 2017-12-31","web",0
2013-12-08,84,"human rights","world","2013-01-01 2017-12-31","web",0
2013-12-15,48,"human rights","world","2013-01-01 2017-12-31","web",0
2013-12-22,27,"human rights","world","2013-01-01 2017-12-31","web",0
2013-12-29,32,"human rights","world","2013-01-01 2017-12-31","web",0
2014-01-05,50,"human rights","world","2013-01-01 2017-12-31","web",0
2014-01-12,60,"human rights","world","2013-01-01 2017-12-31","web",0
2014-01-19,54,"human rights","world","2013-01-01 2017-12-31","web",0
2014-01-26,61,"human rights","world","2013-01-01 2017-12-31","web",0
2014-02-02,62,"human rights","world","2013-01-01 2017-12-31","web",0
2014-02-09,57,"human rights","world","2013-01-01 2017-12-31","web",0
2014-02-16,64,"human rights","world","2013-01-01 2017-12-31","web",0
2014-02-23,67,"human rights","world","2013-01-01 2017-12-31","web",0
2014-03-02,69,"human rights","world","2013-01-01 2017-12-31","web",0
2014-03-09,65,"human rights","world","2013-01-01 2017-12-31","web",0
2014-03-16,67,"human rights","world","2013-01-01 2017-12-31","web",0
2014-03-23,67,"human rights","world","2013-01-01 2017-12-31","web",0
2014-03-30,61,"human rights","world","2013-01-01 2017-12-31","web",0
2014-04-06,62,"human rights","world","2013-01-01 2017-12-31","web",0
2014-04-13,53,"human rights","world","2013-01-01 2017-12-31","web",0
2014-04-20,56,"human rights","world","2013-01-01 2017-12-31","web",0
2014-04-27,66,"human rights","world","2013-01-01 2017-12-31","web",0
2014-05-04,68,"human rights","world","2013-01-01 2017-12-31","web",0
2014-05-11,69,"human rights","world","2013-01-01 2017-12-31","web",0
2014-05-18,61,"human rights","world","2013-01-01 2017-12-31","web",0
2014-05-25,57,"human rights","world","2013-01-01 2017-12-31","web",0
2014-06-01,58,"human rights","world","2013-01-01 2017-12-31","web",0
2014-06-08,51,"human rights","world","2013-01-01 2017-12-31","web",0
2014-06-15,49,"human rights","world","2013-01-01 2017-12-31","web",0
2014-06-22,47,"human rights","world","2013-01-01 2017-12-31","web",0
2014-06-29,42,"human rights","world","2013-01-01 2017-12-31","web",0
2014-07-06,42,"human rights","world","2013-01-01 2017-12-31","web",0
2014-07-13,47,"human rights","world","2013-01-01 2017-12-31","web",0
2014-07-20,53,"human rights","world","2013-01-01 2017-12-31","web",0
2014-07-27,48,"human rights","world","2013-01-01 2017-12-31","web",0
2014-08-03,45,"human rights","world","2013-01-01 2017-12-31","web",0
2014-08-10,50,"human rights","world","2013-01-01 2017-12-31","web",0
2014-08-17,49,"human rights","world","2013-01-01 2017-12-31","web",0
2014-08-24,49,"human rights","world","2013-01-01 2017-12-31","web",0
2014-08-31,49,"human rights","world","2013-01-01 2017-12-31","web",0
2014-09-07,58,"human rights","world","2013-01-01 2017-12-31","web",0
2014-09-14,62,"human rights","world","2013-01-01 2017-12-31","web",0
2014-09-21,62,"human rights","world","2013-01-01 2017-12-31","web",0
2014-09-28,66,"human rights","world","2013-01-01 2017-12-31","web",0
2014-10-05,64,"human rights","world","2013-01-01 2017-12-31","web",0
2014-10-12,66,"human rights","world","2013-01-01 2017-12-31","web",0
2014-10-19,63,"human rights","world","2013-01-01 2017-12-31","web",0
2014-10-26,62,"human rights","world","2013-01-01 2017-12-31","web",0
2014-11-02,63,"human rights","world","2013-01-01 2017-12-31","web",0
2014-11-09,67,"human rights","world","2013-01-01 2017-12-31","web",0
2014-11-16,64,"human rights","world","2013-01-01 2017-12-31","web",0
2014-11-23,59,"human rights","world","2013-01-01 2017-12-31","web",0
2014-11-30,65,"human rights","world","2013-01-01 2017-12-31","web",0
2014-12-07,74,"human rights","world","2013-01-01 2017-12-31","web",0
2014-12-14,53,"human rights","world","2013-01-01 2017-12-31","web",0
2014-12-21,31,"human rights","world","2013-01-01 2017-12-31","web",0
2014-12-28,30,"human rights","world","2013-01-01 2017-12-31","web",0
2015-01-04,53,"human rights","world","2013-01-01 2017-12-31","web",0
2015-01-11,57,"human rights","world","2013-01-01 2017-12-31","web",0
2015-01-18,54,"human rights","world","2013-01-01 2017-12-31","web",0
2015-01-25,58,"human rights","world","2013-01-01 2017-12-31","web",0
2015-02-01,59,"human rights","world","2013-01-01 2017-12-31","web",0
2015-02-08,60,"human rights","world","2013-01-01 2017-12-31","web",0
2015-02-15,56,"human rights","world","2013-01-01 2017-12-31","web",0
2015-02-22,66,"human rights","world","2013-01-01 2017-12-31","web",0
2015-03-01,60,"human rights","world","2013-01-01 2017-12-31","web",0
2015-03-08,59,"human rights","world","2013-01-01 2017-12-31","web",0
