"date","hits","keyword","geo","time","gprop","category"
2015-01-04,40,"حقوق الانسان","world","2015-01-01 2019-12-31","web",0
2015-01-11,48,"حقوق الانسان","world","2015-01-01 2019-12-31","web",0
2015-01-18,42,"حقوق الانسان","world","2015-01-01 2019-12-31","web",0
2015-01-25,50,"حقوق الانسان","world","2015-01-01 2019-12-31","web",0
2015-02-01,47,"حقوق الانسان","world","2015-01-01 2019-12-31","web",0
2015-02-08,47,"حقوق الانسان","world","2015-01-01 2019-12-31","web",0
2015-02-15,53,"حقوق الانسان","world","2015-01-01 2019-12-31","web",0
2015-02-22,58,"حقوق الانسان","world","2015-01-01 2019-12-31","web",0
2015-03-01,74,"حقوق الانسان","world","2015-01-01 2019-12-31","web",0
2015-03-08,62,"حقوق الانسان","world","2015-01-01 2019-12-31","web",0
2015-03-15,56,"حقوق الانسان","world","2015-01-01 2019-12-31","web",0
2015-03-22,47,"حقوق الانسان","world","2015-01-01 2019-12-31","web",0
2015-03-29,52,"حقوق الانسان","world","2015-01-01 2019-12-31","web",0
2015-04-05,47,"حقوق الانسان","world","2015-01-01 2019-12-31","web",0
2015-04-12,63,"حقوق الانسان","world","2015-01-01 2019-12-31","web",0
2015-04-19,63,"حقوق الانسان","world","2015-01-01 2019-12-31","web",0
2015-04-26,58,"حقوق الانسان","world","2015-01-01 2019-12-31","web",0
2015-05-03,47,"حقوق الانسان","world","2015-01-01 2019-12-31","web",0
2015-05-10,48,"حقوق الانسان","world","2015-01-01 2019-12-31","web",0
2015-05-17,48,"حقوق الانسان","world","2015-01-01 2019-12-31","web",0
2015-05-24,39,"حقوق الانسان","world","2015-01-01 2019-12-31","web",0
2015-05-31,24,"حقوق الانسان","world","2015-01-01 2019-12-31","web",0
2015-06-07,37,"حقوق الانسان","world","2015-01-01 2019-12-31","web",0
2015-06-14,24,"حقوق الانسان","world","2015-01-01 2019-12-31","web",0
2015-06-21,27,"حقوق الانسان","world","2015-01-01 2019-12-31","web",0
2015-06-28,26,"حقوق الانسان","world","2015-01-01 2019-12-31","web",0
2015-07-05,22,"حقوق الانسان","world","2015-01-01 2019-12-31","web",0
2015-07-12,15,"حقوق الانسان","world","2015-01-01 2019-12-31","web",0
2015-07-19,16,"حقوق الانسان","world","2015-01-01 2019-12-31","web",0
2015-07-26,19,"حقوق الانسان","world","2015-01-01 2019-12-31","web",0
2015-08-02,24,"حقوق الانسان","world","2015-01-01 2019-12-31","web",0
2015-08-09,21,"حقوق الانسان","world","2015-01-01 2019-12-31","web",0
2015-08-16,32,"حقوق الانسان","world","2015-01-01 2019-12-31","web",0
2015-08-23,27,"حقوق الانسان","world","2015-01-01 2019-12-31","web",0
2015-08-30,24,"حقوق الانسان","world","2015-01-01 2019-12-31","web",0
2015-09-06,23,"حقوق الانسان","world","2015-01-01 2019-12-31","web",0
2015-09-13,36,"حقوق الانسان","world","2015-01-01 2019-12-31","web",0
2015-09-20,25,"حقوق الانسان","world","2015-01-01 2019-12-31","web",0
2015-09-27,55,"حقوق الانسان","world","2015-01-01 2019-12-31","web",0
2015-10-04,53,"حقوق الانسان","world","2015-01-01 2019-12-31","web",0
2015-10-11,49,"حقوق الانسان","world","2015-01-01 2019-12-31","web",0
2015-10-18,53,"حقوق الانسان","world","2015-01-01 2019-12-31","web",0
2015-10-25,56,"حقوق الانسان","world","2015-01-01 2019-12-31","web",0
2015-11-01,63,"حقوق الانسان","world","2015-01-01 2019-12-31","web",0
2015-11-08,64,"حقوق الانسان","world","2015-01-01 2019-12-31","web",0
2015-11-15,62,"حقوق الانسان","world","2015-01-01 2019-12-31","web",0
2015-11-22,71,"حقوق الانسان","world","2015-01-01 2019-12-31","web",0
2015-11-29,64,"حقوق الانسان","world","2015-01-01 2019-12-31","web",0
2015-12-06,100,"حقوق الانسان","world","2015-01-01 2019-12-31","web",0
2015-12-13,86,"حقوق الانسان","world","2015-01-01 2019-12-31","web",0
2015-12-20,59,"حقوق الانسان","world","2015-01-01 2019-12-31","web",0
2015-12-27,57,"حقوق الانسان","world","2015-01-01 2019-12-31","web",0
2016-01-03,65,"حقوق الانسان","world","2015-01-01 2019-12-31","web",0
2016-01-10,64,"حقوق الانسان","world","2015-01-01 2019-12-31","web",0
2016-01-17,55,"حقوق الانسان","world","2015-01-01 2019-12-31","web",0
2016-01-24,49,"حقوق الانسان","world","2015-01-01 2019-12-31","web",0
2016-01-31,55,"حقوق الانسان","world","2015-01-01 2019-12-31","web",0
2016-02-07,56,"حقوق الانسان","world","2015-01-01 2019-12-31","web",0
2016-02-14,58,"حقوق الانسان","world","2015-01-01 2019-12-31","web",0
2016-02-21,72,"حقوق الانسان","world","2015-01-01 2019-12-31","web",0
2016-02-28,75,"حقوق الانسان","world","2015-01-01 2019-12-31","web",0
2016-03-06,74,"حقوق الانسان","world","2015-01-01 2019-12-31","web",0
2016-03-13,66,"حقوق الانسان","world","2015-01-01 2019-12-31","web",0
2016-03-20,73,"حقوق الانسان","world","2015-01-01 2019-12-31","web",0
2016-03-27,67,"حقوق الانسان","world","2015-01-01 2019-12-31","web",0
2016-04-03,61,"حقوق الانسان","world","2015-01-01 2019-12-31","web",0
2016-04-10,63,"حقوق الانسان","world","2015-01-01 2019-12-31","web",0
2016-04-17,66,"حقوق الانسان","world","2015-01-01 2019-12-31","web",0
2016-04-24,74,"حقوق الانسان","world","2015-01-01 2019-12-31","web",0
2016-05-01,67,"حقوق الانسان","world","2015-01-01 2019-12-31","web",0
2016-05-08,56,"حقوق الانسان","world","2015-01-01 2019-12-31","web",0
2016-05-15,56,"حقوق الانسان","world","2015-01-01 2019-12-31","web",0
2016-05-22,52,"حقوق الانسان","world","2015-01-01 2019-12-31","web",0
2016-05-29,40,"حقوق الانسان","world","2015-01-01 2019-12-31","web",0
2016-06-05,33,"حقوق الانسان","world","2015-01-01 2019-12-31","web",0
2016-06-12,28,"حقوق الانسان","world","2015-01-01 2019-12-31","web",0
2016-06-19,24,"حقوق الانسان","world","2015-01-01 2019-12-31","web",0
2016-06-26,21,"حقوق الانسان","world","2015-01-01 2019-12-31","web",0
2016-07-03,17,"حقوق الانسان","world","2015-01-01 2019-12-31","web",0
2016-07-10,22,"حقوق الانسان","world","2015-01-01 2019-12-31","web",0
2016-07-17,23,"حقوق الانسان","world","2015-01-01 2019-12-31","web",0
2016-07-24,27,"حقوق الانسان","world","2015-01-01 2019-12-31","web",0
2016-07-31,23,"حقوق الانسان","world","2015-01-01 2019-12-31","web",0
