"date","hits","keyword","geo","time","gprop","category"
2013-01-06,50,"human rights","world","2013-01-01 2017-12-31","web",0
2013-01-13,53,"human rights","world","2013-01-01 2017-12-31","web",0
2013-01-20,52,"human rights","world","2013-01-01 2017-12-31","web",0
2013-01-27,56,"human rights","world","2013-01-01 2017-12-31","web",0
2013-02-03,59,"human rights","world","2013-01-01 2017-12-31","web",0
2013-02-10,57,"human rights","world","2013-01-01 2017-12-31","web",0
2013-02-17,58,"human rights","world","2013-01-01 2017-12-31","web",0
2013-02-24,64,"human rights","world","2013-01-01 2017-12-31","web",0
2013-03-03,67,"human rights","world","2013-01-01 2017-12-31","web",0
2013-03-10,62,"human rights","world","2013-01-01 2017-12-31","web",0
2013-03-17,65,"human rights","world","2013-01-01 2017-12-31","web",0
2013-03-24,82,"human rights","world","2013-01-01 2017-12-31","web",0
2013-03-31,55,"human rights","world","2013-01-01 2017-12-31","web",0
2013-04-07,61,"human rights","world","2013-01-01 2017-12-31","web",0
2013-04-14,63,"human rights","world","2013-01-01 2017-12-31","web",0
2013-04-21,64,"human rights","world","2013-01-01 2017-12-31","web",0
2013-04-28,62,"human rights","world","2013-01-01 2017-12-31","web",0
2013-05-05,60,"human rights","world","2013-01-01 2017-12-31","web",0
2013-05-12,59,"human rights","world","2013-01-01 2017-12-31","web",0
2013-05-19,55,"human rights","world","2013-01-01 2017-12-31","web",0
2013-05-26,52,"human rights","world","2013-01-01 2017-12-31","web",0
2013-06-02,52,"human rights","world","2013-01-01 2017-12-31","web",0
2013-06-09,47,"human rights","world","2013-01-01 2017-12-31","web",0
2013-06-16,46,"human rights","world","2013-01-01 2017-12-31","web",0
2013-06-23,46,"human rights","world","2013-01-01 2017-12-31","web",0
2013-06-30,41,"human rights","world","2013-01-01 2017-12-31","web",0
2013-07-07,42,"human rights","world","2013-01-01 2017-12-31","web",0
2013-07-14,41,"human rights","world","2013-01-01 2017-12-31","web",0
2013-07-21,40,"human rights","world","2013-01-01 2017-12-31","web",0
2013-07-28,41,"human rights","world","2013-01-01 2017-12-31","web",0
2013-08-04,38,"human rights","world","2013-01-01 2017-12-31","web",0
2013-08-11,41,"human rights","world","2013-01-01 2017-12-31","web",0
2013-08-18,42,"human rights","world","2013-01-01 2017-12-31","web",0
2013-08-25,45,"human rights","world","2013-01-01 2017-12-31","web",0
2013-09-01,47,"human rights","world","2013-01-01 2017-12-31","web",0
2013-09-08,54,"human rights","world","2013-01-01 2017-12-31","web",0
2013-09-15,52,"human rights","world","2013-01-01 2017-12-31","web",0
2013-09-22,52,"human rights","world","2013-01-01 2017-12-31","web",0
2013-09-29,54,"human rights","world","2013-01-01 2017-12-31","web",0
2013-10-06,57,"human rights","world","2013-01-01 2017-12-31","web",0
2013-10-13,56,"human rights","world","2013-01-01 2017-12-31","web",0
2013-10-20,60,"human rights","world","2013-01-01 2017-12-31","web",0
2013-10-27,55,"human rights","world","2013-01-01 2017-12-31","web",0
2013-11-03,60,"human rights","world","2013-01-01 2017-12-31","web",0
2013-11-10,59,"human rights","world","2013-01-01 2017-12-31","web",0
2013-11-17,60,"human rights","world","2013-01-01 2017-12-31","web",0
2013-11-24,54,"human rights","world","2013-01-01 2017-12-31","web",0
2013-12-01,62,"human rights","world","2013-01-01 2017-12-31","web",0
2013-12-08,81,"human rights","world","2013-01-01 2017-12-31","web",0
2013-12-15,48,"human rights","world","2013-01-01 2017-12-31","web",0
2013-12-22,24,"human rights","world","2013-01-01 2017-12-31","web",0
2013-12-29,29,"human rights","world","2013-01-01 2017-12-31","web",0
2014-01-05,49,"human rights","world","2013-01-01 2017-12-31","web",0
2014-01-12,52,"human rights","world","2013-01-01 2017-12-31","web",0
2014-01-19,53,"human rights","world","2013-01-01 2017-12-31","web",0
2014-01-26,53,"human rights","world","2013-01-01 2017-12-31","web",0
2014-02-02,58,"human rights","world","2013-01-01 2017-12-31","web",0
2014-02-09,55,"human rights","world","2013-01-01 2017-12-31","web",0
2014-02-16,59,"human rights","world","2013-01-01 2017-12-31","web",0
2014-02-23,62,"human rights","world","2013-01-01 2017-12-31","web",0
2014-03-02,62,"human rights","world","2013-01-01 2017-12-31","web",0
2014-03-09,61,"human rights","world","2013-01-01 2017-12-31","web",0
2014-03-16,62,"human rights","world","2013-01-01 2017-12-31","web",0
2014-03-23,59,"human rights","world","2013-01-01 2017-12-31","web",0
2014-03-30,59,"human rights","world","2013-01-01 2017-12-31","web",0
2014-04-06,56,"human rights","world","2013-01-01 2017-12-31","web",0
2014-04-13,50,"human rights","world","2013-01-01 2017-12-31","web",0
2014-04-20,53,"human rights","world","2013-01-01 2017-12-31","web",0
2014-04-27,60,"human rights","world","2013-01-01 2017-12-31","web",0
2014-05-04,62,"human rights","world","2013-01-01 2017-12-31","web",0
2014-05-11,61,"human rights","world","2013-01-01 2017-12-31","web",0
2014-05-18,59,"human rights","world","2013-01-01 2017-12-31","web",0
2014-05-25,54,"human rights","world","2013-01-01 2017-12-31","web",0
2014-06-01,53,"human rights","world","2013-01-01 2017-12-31","web",0
2014-06-08,48,"human rights","world","2013-01-01 2017-12-31","web",0
2014-06-15,46,"human rights","world","2013-01-01 2017-12-31","web",0
2014-06-22,45,"human rights","world","2013-01-01 2017-12-31","web",0
2014-06-29,39,"human rights","world","2013-01-01 2017-12-31","web",0
2014-07-06,39,"human rights","world","2013-01-01 2017-12-31","web",0
2014-07-13,44,"human rights","world","2013-01-01 2017-12-31","web",0
2014-07-20,49,"human rights","world","2013-01-01 2017-12-31","web",0
2014-07-27,45,"human rights","world","2013-01-01 2017-12-31","web",0
2014-08-03,42,"human rights","world","2013-01-01 2017-12-31","web",0
2014-08-10,46,"human rights","world","2013-01-01 2017-12-31","web",0
2014-08-17,45,"human rights","world","2013-01-01 2017-12-31","web",0
2014-08-24,45,"human rights","world","2013-01-01 2017-12-31","web",0
2014-08-31,48,"human rights","world","2013-01-01 2017-12-31","web",0
2014-09-07,54,"human rights","world","2013-01-01 2017-12-31","web",0
2014-09-14,57,"human rights","world","2013-01-01 2017-12-31","web",0
2014-09-21,56,"human rights","world","2013-01-01 2017-12-31","web",0
2014-09-28,59,"human rights","world","2013-01-01 2017-12-31","web",0
2014-10-05,59,"human rights","world","2013-01-01 2017-12-31","web",0
2014-10-12,57,"human rights","world","2013-01-01 2017-12-31","web",0
2014-10-19,59,"human rights","world","2013-01-01 2017-12-31","web",0
2014-10-26,59,"human rights","world","2013-01-01 2017-12-31","web",0
2014-11-02,59,"human rights","world","2013-01-01 2017-12-31","web",0
2014-11-09,58,"human rights","world","2013-01-01 2017-12-31","web",0
2014-11-16,59,"human rights","world","2013-01-01 2017-12-31","web",0
2014-11-23,56,"human rights","world","2013-01-01 2017-12-31","web",0
2014-11-30,61,"human rights","world","2013-01-01 2017-12-31","web",0
2014-12-07,72,"human rights","world","2013-01-01 2017-12-31","web",0
2014-12-14,49,"human rights","world","2013-01-01 2017-12-31","web",0
2014-12-21,28,"human rights","world","2013-01-01 2017-12-31","web",0
2014-12-28,28,"human rights","world","2013-01-01 2017-12-31","web",0
2015-01-04,47,"human rights","world","2013-01-01 2017-12-31","web",0
2015-01-11,53,"human rights","world","2013-01-01 2017-12-31","web",0
2015-01-18,51,"human rights","world","2013-01-01 2017-12-31","web",0
2015-01-25,54,"human rights","world","2013-01-01 2017-12-31","web",0
2015-02-01,55,"human rights","world","2013-01-01 2017-12-31","web",0
2015-02-08,56,"human rights","world","2013-01-01 2017-12-31","web",0
2015-02-15,52,"human rights","world","2013-01-01 2017-12-31","web",0
2015-02-22,59,"human rights","world","2013-01-01 2017-12-31","web",0
2015-03-01,59,"human rights","world","2013-01-01 2017-12-31","web",0
2015-03-08,58,"human rights","world","2013-01-01 2017-12-31","web",0
2015-03-15,60,"human rights","world","2013-01-01 2017-12-31","web",0
2015-03-22,59,"human rights","world","2013-01-01 2017-12-31","web",0
2015-03-29,50,"human rights","world","2013-01-01 2017-12-31","web",0
2015-04-05,53,"human rights","world","2013-01-01 2017-12-31","web",0
2015-04-12,57,"human rights","world","2013-01-01 2017-12-31","web",0
2015-04-19,60,"human rights","world","2013-01-01 2017-12-31","web",0
2015-04-26,61,"human rights","world","2013-01-01 2017-12-31","web",0
2015-05-03,63,"human rights","world","2013-01-01 2017-12-31","web",0
2015-05-10,100,"human rights","world","2013-01-01 2017-12-31","web",0
2015-05-17,59,"human rights","world","2013-01-01 2017-12-31","web",0
2015-05-24,57,"human rights","world","2013-01-01 2017-12-31","web",0
2015-05-31,54,"human rights","world","2013-01-01 2017-12-31","web",0
2015-06-07,50,"human rights","world","2013-01-01 2017-12-31","web",0
2015-06-14,47,"human rights","world","2013-01-01 2017-12-31","web",0
2015-06-21,46,"human rights","world","2013-01-01 2017-12-31","web",0
