"date","hits","keyword","geo","time","gprop","category"
2014-01-05,49,"human rights","world","2014-01-01 2018-12-31","web",0
2014-01-12,52,"human rights","world","2014-01-01 2018-12-31","web",0
2014-01-19,53,"human rights","world","2014-01-01 2018-12-31","web",0
2014-01-26,53,"human rights","world","2014-01-01 2018-12-31","web",0
2014-02-02,58,"human rights","world","2014-01-01 2018-12-31","web",0
2014-02-09,55,"human rights","world","2014-01-01 2018-12-31","web",0
2014-02-16,59,"human rights","world","2014-01-01 2018-12-31","web",0
2014-02-23,62,"human rights","world","2014-01-01 2018-12-31","web",0
2014-03-02,62,"human rights","world","2014-01-01 2018-12-31","web",0
2014-03-09,61,"human rights","world","2014-01-01 2018-12-31","web",0
2014-03-16,62,"human rights","world","2014-01-01 2018-12-31","web",0
2014-03-23,59,"human rights","world","2014-01-01 2018-12-31","web",0
2014-03-30,59,"human rights","world","2014-01-01 2018-12-31","web",0
2014-04-06,56,"human rights","world","2014-01-01 2018-12-31","web",0
2014-04-13,50,"human rights","world","2014-01-01 2018-12-31","web",0
2014-04-20,53,"human rights","world","2014-01-01 2018-12-31","web",0
2014-04-27,60,"human rights","world","2014-01-01 2018-12-31","web",0
2014-05-04,62,"human rights","world","2014-01-01 2018-12-31","web",0
2014-05-11,61,"human rights","world","2014-01-01 2018-12-31","web",0
2014-05-18,59,"human rights","world","2014-01-01 2018-12-31","web",0
2014-05-25,54,"human rights","world","2014-01-01 2018-12-31","web",0
2014-06-01,53,"human rights","world","2014-01-01 2018-12-31","web",0
2014-06-08,48,"human rights","world","2014-01-01 2018-12-31","web",0
2014-06-15,46,"human rights","world","2014-01-01 2018-12-31","web",0
2014-06-22,45,"human rights","world","2014-01-01 2018-12-31","web",0
2014-06-29,39,"human rights","world","2014-01-01 2018-12-31","web",0
2014-07-06,39,"human rights","world","2014-01-01 2018-12-31","web",0
2014-07-13,44,"human rights","world","2014-01-01 2018-12-31","web",0
2014-07-20,49,"human rights","world","2014-01-01 2018-12-31","web",0
2014-07-27,45,"human rights","world","2014-01-01 2018-12-31","web",0
2014-08-03,42,"human rights","world","2014-01-01 2018-12-31","web",0
2014-08-10,46,"human rights","world","2014-01-01 2018-12-31","web",0
2014-08-17,45,"human rights","world","2014-01-01 2018-12-31","web",0
2014-08-24,45,"human rights","world","2014-01-01 2018-12-31","web",0
2014-08-31,48,"human rights","world","2014-01-01 2018-12-31","web",0
2014-09-07,54,"human rights","world","2014-01-01 2018-12-31","web",0
2014-09-14,57,"human rights","world","2014-01-01 2018-12-31","web",0
2014-09-21,56,"human rights","world","2014-01-01 2018-12-31","web",0
2014-09-28,59,"human rights","world","2014-01-01 2018-12-31","web",0
2014-10-05,59,"human rights","world","2014-01-01 2018-12-31","web",0
2014-10-12,57,"human rights","world","2014-01-01 2018-12-31","web",0
2014-10-19,59,"human rights","world","2014-01-01 2018-12-31","web",0
2014-10-26,59,"human rights","world","2014-01-01 2018-12-31","web",0
2014-11-02,59,"human rights","world","2014-01-01 2018-12-31","web",0
2014-11-09,58,"human rights","world","2014-01-01 2018-12-31","web",0
2014-11-16,59,"human rights","world","2014-01-01 2018-12-31","web",0
2014-11-23,56,"human rights","world","2014-01-01 2018-12-31","web",0
2014-11-30,61,"human rights","world","2014-01-01 2018-12-31","web",0
2014-12-07,72,"human rights","world","2014-01-01 2018-12-31","web",0
2014-12-14,49,"human rights","world","2014-01-01 2018-12-31","web",0
2014-12-21,28,"human rights","world","2014-01-01 2018-12-31","web",0
2014-12-28,28,"human rights","world","2014-01-01 2018-12-31","web",0
2015-01-04,47,"human rights","world","2014-01-01 2018-12-31","web",0
2015-01-11,53,"human rights","world","2014-01-01 2018-12-31","web",0
2015-01-18,51,"human rights","world","2014-01-01 2018-12-31","web",0
2015-01-25,54,"human rights","world","2014-01-01 2018-12-31","web",0
2015-02-01,55,"human rights","world","2014-01-01 2018-12-31","web",0
2015-02-08,56,"human rights","world","2014-01-01 2018-12-31","web",0
2015-02-15,52,"human rights","world","2014-01-01 2018-12-31","web",0
2015-02-22,59,"human rights","world","2014-01-01 2018-12-31","web",0
2015-03-01,59,"human rights","world","2014-01-01 2018-12-31","web",0
2015-03-08,58,"human rights","world","2014-01-01 2018-12-31","web",0
2015-03-15,60,"human rights","world","2014-01-01 2018-12-31","web",0
2015-03-22,59,"human rights","world","2014-01-01 2018-12-31","web",0
2015-03-29,50,"human rights","world","2014-01-01 2018-12-31","web",0
2015-04-05,53,"human rights","world","2014-01-01 2018-12-31","web",0
2015-04-12,57,"human rights","world","2014-01-01 2018-12-31","web",0
2015-04-19,60,"human rights","world","2014-01-01 2018-12-31","web",0
2015-04-26,61,"human rights","world","2014-01-01 2018-12-31","web",0
2015-05-03,63,"human rights","world","2014-01-01 2018-12-31","web",0
2015-05-10,100,"human rights","world","2014-01-01 2018-12-31","web",0
2015-05-17,59,"human rights","world","2014-01-01 2018-12-31","web",0
2015-05-24,57,"human rights","world","2014-01-01 2018-12-31","web",0
2015-05-31,54,"human rights","world","2014-01-01 2018-12-31","web",0
2015-06-07,50,"human rights","world","2014-01-01 2018-12-31","web",0
2015-06-14,47,"human rights","world","2014-01-01 2018-12-31","web",0
2015-06-21,46,"human rights","world","2014-01-01 2018-12-31","web",0
2015-06-28,43,"human rights","world","2014-01-01 2018-12-31","web",0
2015-07-05,37,"human rights","world","2014-01-01 2018-12-31","web",0
2015-07-12,38,"human rights","world","2014-01-01 2018-12-31","web",0
2015-07-19,42,"human rights","world","2014-01-01 2018-12-31","web",0
2015-07-26,41,"human rights","world","2014-01-01 2018-12-31","web",0
2015-08-02,40,"human rights","world","2014-01-01 2018-12-31","web",0
2015-08-09,41,"human rights","world","2014-01-01 2018-12-31","web",0
2015-08-16,41,"human rights","world","2014-01-01 2018-12-31","web",0
2015-08-23,42,"human rights","world","2014-01-01 2018-12-31","web",0
2015-08-30,46,"human rights","world","2014-01-01 2018-12-31","web",0
2015-09-06,49,"human rights","world","2014-01-01 2018-12-31","web",0
2015-09-13,51,"human rights","world","2014-01-01 2018-12-31","web",0
2015-09-20,54,"human rights","world","2014-01-01 2018-12-31","web",0
2015-09-27,54,"human rights","world","2014-01-01 2018-12-31","web",0
2015-10-04,55,"human rights","world","2014-01-01 2018-12-31","web",0
2015-10-11,55,"human rights","world","2014-01-01 2018-12-31","web",0
2015-10-18,56,"human rights","world","2014-01-01 2018-12-31","web",0
2015-10-25,53,"human rights","world","2014-01-01 2018-12-31","web",0
2015-11-01,55,"human rights","world","2014-01-01 2018-12-31","web",0
2015-11-08,55,"human rights","world","2014-01-01 2018-12-31","web",0
2015-11-15,58,"human rights","world","2014-01-01 2018-12-31","web",0
2015-11-22,52,"human rights","world","2014-01-01 2018-12-31","web",0
2015-11-29,57,"human rights","world","2014-01-01 2018-12-31","web",0
2015-12-06,72,"human rights","world","2014-01-01 2018-12-31","web",0
2015-12-13,50,"human rights","world","2014-01-01 2018-12-31","web",0
2015-12-20,30,"human rights","world","2014-01-01 2018-12-31","web",0
2015-12-27,29,"human rights","world","2014-01-01 2018-12-31","web",0
2016-01-03,46,"human rights","world","2014-01-01 2018-12-31","web",0
2016-01-10,52,"human rights","world","2014-01-01 2018-12-31","web",0
2016-01-17,54,"human rights","world","2014-01-01 2018-12-31","web",0
2016-01-24,52,"human rights","world","2014-01-01 2018-12-31","web",0
2016-01-31,54,"human rights","world","2014-01-01 2018-12-31","web",0
2016-02-07,54,"human rights","world","2014-01-01 2018-12-31","web",0
2016-02-14,53,"human rights","world","2014-01-01 2018-12-31","web",0
2016-02-21,59,"human rights","world","2014-01-01 2018-12-31","web",0
2016-02-28,58,"human rights","world","2014-01-01 2018-12-31","web",0
2016-03-06,58,"human rights","world","2014-01-01 2018-12-31","web",0
2016-03-13,56,"human rights","world","2014-01-01 2018-12-31","web",0
2016-03-20,55,"human rights","world","2014-01-01 2018-12-31","web",0
2016-03-27,54,"human rights","world","2014-01-01 2018-12-31","web",0
2016-04-03,58,"human rights","world","2014-01-01 2018-12-31","web",0
2016-04-10,60,"human rights","world","2014-01-01 2018-12-31","web",0
2016-04-17,63,"human rights","world","2014-01-01 2018-12-31","web",0
2016-04-24,68,"human rights","world","2014-01-01 2018-12-31","web",0
2016-05-01,71,"human rights","world","2014-01-01 2018-12-31","web",0
2016-05-08,69,"human rights","world","2014-01-01 2018-12-31","web",0
2016-05-15,65,"human rights","world","2014-01-01 2018-12-31","web",0
2016-05-22,57,"human rights","world","2014-01-01 2018-12-31","web",0
2016-05-29,51,"human rights","world","2014-01-01 2018-12-31","web",0
2016-06-05,51,"human rights","world","2014-01-01 2018-12-31","web",0
2016-06-12,49,"human rights","world","2014-01-01 2018-12-31","web",0
2016-06-19,46,"human rights","world","2014-01-01 2018-12-31","web",0
2016-06-26,44,"human rights","world","2014-01-01 2018-12-31","web",0
2016-07-03,38,"human rights","world","2014-01-01 2018-12-31","web",0
2016-07-10,39,"human rights","world","2014-01-01 2018-12-31","web",0
2016-07-17,41,"human rights","world","2014-01-01 2018-12-31","web",0
2016-07-24,41,"human rights","world","2014-01-01 2018-12-31","web",0
2016-07-31,39,"human rights","world","2014-01-01 2018-12-31","web",0
