"year","ISO","CCODE","location","hits_mean","hits_median","hits_max","hits_sd"
2015,"AE",696,"United Arab Emirates",1.71384615384615,1.36,8,1.47957353930794
2016,"AE",696,"United Arab Emirates",2.00461538461538,1.52,7.2,1.49064857780222
2017,"AE",696,"United Arab Emirates",1.40377358490566,1.28,3.84,0.933818106186998
2018,"AE",696,"United Arab Emirates",1.38769230769231,1.04,3.2,0.795419769273704
2019,"AE",696,"United Arab Emirates",1.17692307692308,0.96,2.88,0.722928517230882
2015,"BH",692,"Bahrain",11.6515384615385,11,44,9.79596823520566
2016,"BH",692,"Bahrain",11.6769230769231,10.12,34.32,7.98561391269289
2017,"BH",692,"Bahrain",10.5849056603774,10.12,37.84,7.83322402007125
2018,"BH",692,"Bahrain",7.76769230769231,4.84,24.2,7.03939854142651
2019,"BH",692,"Bahrain",7.56461538461538,5.06,22,5.42611060703324
2015,"CH",225,"Switzerland",0.109038461538462,0,1,0.20018873071047
2016,"CH",225,"Switzerland",0.106730769230769,0,0.91,0.208201647672429
2017,"CH",225,"Switzerland",0.117547169811321,0,0.79,0.187584910623853
2018,"CH",225,"Switzerland",0.106346153846154,0,0.97,0.20729848562346
2019,"CH",225,"Switzerland",0.0961538461538462,0,0.49,0.144346449335955
2015,"DE",255,"Germany",0.0696153846153846,0,0.305,0.0972002488994945
2016,"DE",255,"Germany",0.0857692307692308,0.0675,0.31,0.0958163307102147
2017,"DE",255,"Germany",0.0783018867924528,0,0.38,0.104540861519029
2018,"DE",255,"Germany",0.0782692307692308,0,0.5,0.11682433861792
2019,"DE",255,"Germany",0.118653846153846,0.11,0.455,0.119287572223085
2015,"DZ",615,"Algeria",9.75961538461538,8.99,30.16,7.97882638220721
2016,"DZ",615,"Algeria",10.0607692307692,8.12,29.58,7.70646274396579
2017,"DZ",615,"Algeria",13.0992452830189,9.28,58,13.8498486313662
2018,"DZ",615,"Algeria",7.49538461538461,8.12,16.82,5.06394346123475
2019,"DZ",615,"Algeria",6.39115384615385,5.22,17.4,4.67468512260185
2015,"EG",651,"Egypt",6.03076923076923,5.6,16,2.8632586989432
2016,"EG",651,"Egypt",6.72307692307692,5.3,17.6,3.70799958672372
2017,"EG",651,"Egypt",5.97735849056604,5,20,3.88204156783485
2018,"EG",651,"Egypt",5.85384615384615,5.3,12,2.68594464621554
2019,"EG",651,"Egypt",5.63461538461539,5.7,13.6,2.49445538992135
2015,"EH",NA,"Western Sahara",0,0,0,0
2016,"EH",NA,"Western Sahara",12.5576923076923,0,100,24.4335139989082
2017,"EH",NA,"Western Sahara",8.43396226415094,0,80,17.3388286291006
2018,"EH",NA,"Western Sahara",5.03846153846154,0,43,10.0234265568052
2019,"EH",NA,"Western Sahara",1.78846153846154,0,18,5.01893097929851
2015,"ES",230,"Spain",0.0341346153846154,0,0.315,0.09556704429222
2016,"ES",230,"Spain",0.03,0,0.33,0.092947381277121
2017,"ES",230,"Spain",0.0120754716981132,0,0.325,0.0615694882778187
2018,"ES",230,"Spain",0.0551923076923077,0,0.5,0.118478762630989
2019,"ES",230,"Spain",0.0190384615384615,0,0.265,0.0667012542253426
2015,"FR",220,"France",0.0829807692307692,0,0.5,0.120940998479102
2016,"FR",220,"France",0.0486538461538462,0,0.49,0.0827713326842622
2017,"FR",220,"France",0.0366037735849057,0,0.205,0.0548930217025813
2018,"FR",220,"France",0.0420192307692308,0,0.185,0.0582444107844862
2019,"FR",220,"France",0.0488461538461538,0,0.27,0.0716104342860908
2015,"GB",200,"United Kingdom",0.0754807692307692,0.0475,0.385,0.0898433255859213
2016,"GB",200,"United Kingdom",0.0663461538461538,0,0.5,0.0929479898031499
2017,"GB",200,"United Kingdom",0.0879245283018868,0.09,0.36,0.0905030490469379
2018,"GB",200,"United Kingdom",0.0632692307692308,0.0825,0.255,0.0710970381845289
2019,"GB",200,"United Kingdom",0.0514423076923077,0.04,0.245,0.0596997104671727
2015,"IL",666,"Israel",1.83846153846154,1.2,9.4,1.98979295860136
2016,"IL",666,"Israel",3.26730769230769,2.6,10,2.48822490896356
2017,"IL",666,"Israel",2.36415094339623,2.5,4.8,1.37044270494872
2018,"IL",666,"Israel",1.73461538461538,1.6,4.9,1.06068505709608
2019,"IL",666,"Israel",1.15384615384615,0.9,5.4,1.01275426020015
2015,"IN",750,"India",0.0427884615384615,0,0.38,0.110442130448389
2016,"IN",750,"India",0.0702884615384615,0,0.5,0.135572184164582
2017,"IN",750,"India",0.0395283018867925,0,0.43,0.0929446907023379
2018,"IN",750,"India",0.0444230769230769,0,0.4,0.0863398088616629
2019,"IN",750,"India",0.0393269230769231,0,0.275,0.0731505890112981
2015,"IQ",645,"Iraq",8.84442307692308,7.77,25.53,5.01424731452505
2016,"IQ",645,"Iraq",9.51326923076923,7.4,28.86,7.01273371807338
2017,"IQ",645,"Iraq",10.0458490566038,8.51,37,7.61717528755859
2018,"IQ",645,"Iraq",11.7973076923077,11.285,30.71,8.15109041553905
2019,"IQ",645,"Iraq",10.6517307692308,9.62,22.57,5.72326854411483
2015,"IR",630,"Iran",0.0733653846153846,0,0.5,0.134258023289099
2016,"IR",630,"Iran",0.0592307692307692,0,0.36,0.0920112131667456
2017,"IR",630,"Iran",0.0554716981132075,0,0.28,0.0828417406341255
2018,"IR",630,"Iran",0.0613461538461538,0,0.38,0.089201882644202
2019,"IR",630,"Iran",0.0517307692307692,0,0.26,0.0693165841528012
2015,"JO",663,"Jordan",7.9425,5.85,39,7.21774987342275
2016,"JO",663,"Jordan",6.1575,5.07,15.21,3.80895944567851
2017,"JO",663,"Jordan",6.31358490566038,5.07,14.04,3.49082814416228
2018,"JO",663,"Jordan",5.0925,4.68,13.65,3.06251266503984
2019,"JO",663,"Jordan",6.0525,5.07,28.47,4.66371554096718
2015,"KW",690,"Kuwait",2.78788461538462,2.09,14.44,2.82210138402564
2016,"KW",690,"Kuwait",2.97788461538462,2.85,19,2.84433688232439
2017,"KW",690,"Kuwait",2.15094339622642,1.71,10.64,2.13364735042255
2018,"KW",690,"Kuwait",1.86346153846154,1.9,12.16,1.99061807784041
